Exported,Product,Site Name,Tank Dip,Transaction Date/Time,Vehicle Number,Vehicle Registration,Vehicle Brand,Vehicle Model,Volume
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 07:00:00,EJ45620,,,,47.14000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 07:11:00,EJ45655,,,,15.81000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 07:28:00,DT92014,,,,7.35000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 07:39:00,DV29956,,,,26.14000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 07:43:00,DB15146,,,,23.81000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 08:01:00,EH92544,,,,14.04000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 09:37:00,EJ22576,,,,15.04000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 14:22:00,DT85230,,,,8.32000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 14:33:00,EH82219,,,,8.01000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-21 14:49:00,EA48438,,,,34.50000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 05:18:00,DJ66608,,,,4.54000
False,Diesel,Europcar Gl. Kongevej,,2025-04-22 05:21:00,EB59108,,,,7.32000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 05:32:00,EJ24773,,,,30.02000
False,Diesel,Europcar Gl. Kongevej,,2025-04-22 05:41:00,EB46726,,,,17.99000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 07:03:00,EJ16587,,,,32.18000
False,Diesel,Europcar Gl. Kongevej,,2025-04-22 07:25:00,CZ74209,,,,7.85000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 07:43:00,EJ45622,,,,37.96000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 07:54:00,DN81151,,,,3.27000
False,Diesel,Europcar Gl. Kongevej,,2025-04-22 08:56:00,DD90947,,,,30.25000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 09:42:00,EH82223,,,,11.50000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 10:14:00,EB89498,,,,2.04000
False,Diesel,Europcar Gl. Kongevej,,2025-04-22 10:38:00,EB64647,,,,18.50000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 15:05:00,EJ24768,,,,5.01000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-22 15:53:00,EH57460,,,,12.69000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-23 06:41:00,EB70224,,,,28.04000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-23 08:03:00,CZ63348,,,,1.51000
False,Diesel,Europcar Gl. Kongevej,,2025-04-23 09:20:00,DM11085,,,,4.18000
False,Diesel,Europcar Gl. Kongevej,,2025-04-23 10:30:00,DX91561,,,,6.25000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-23 10:41:00,EB19589,,,,7.03000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-23 11:27:00,EJ24759,,,,1.50000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-23 11:46:00,EE74032,,,,1.64000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-23 12:00:00,DL16819,,,,35.07000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-23 12:09:00,EA95048,,,,25.75000
False,Diesel,Europcar Gl. Kongevej,,2025-04-23 15:31:00,DL54667,,,,4.87000
False,Diesel,Europcar Gl. Kongevej,,2025-04-23 17:04:00,DV53960,,,,3.64000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-24 05:55:00,EH92478,,,,14.02000
False,Diesel,Europcar Gl. Kongevej,,2025-04-24 06:26:00,EF91726,,,,7.07000
False,Diesel,Europcar Gl. Kongevej,,2025-04-24 08:00:00,DS53869,,,,33.42000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-24 09:51:00,DL35138,,,,9.80000
False,Diesel,Europcar Gl. Kongevej,,2025-04-24 10:57:00,DF68229,,,,7.54000
False,Diesel,Europcar Gl. Kongevej,,2025-04-24 11:03:00,DJ60437,,,,8.69000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-24 13:40:00,EB89498,,,,5.04000
False,Diesel,Europcar Gl. Kongevej,,2025-04-25 05:59:00,DM11085,,,,12.51000
False,Diesel,Europcar Gl. Kongevej,,2025-04-25 06:14:00,EB59107,,,,6.46000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-25 07:15:00,DS30627,,,,8.53000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-25 08:05:00,EH57629,,,,4.02000
False,Diesel,Europcar Gl. Kongevej,,2025-04-25 10:02:00,ED23412,,,,7.65000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-25 10:33:00,A48685,,,,8.02000
False,Diesel,Europcar Gl. Kongevej,,2025-04-25 13:22:00,CK52036,,,,12.71000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-25 13:42:00,EH82219,,,,10.97000
False,Diesel,Europcar Gl. Kongevej,,2025-04-25 13:49:00,EB59110,,,,0.00000
False,Diesel,Europcar Gl. Kongevej,,2025-04-25 13:51:00,EB59110,,,,12.73000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-25 14:55:00,DD64088,,,,18.03000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-25 16:42:00,ED32528,,,,15.31000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-25 17:06:00,EB14974,,,,9.01000
False,Diesel,Europcar Gl. Kongevej,,2025-04-26 07:21:00,DC97872,,,,26.71000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-26 11:35:00,DL39025,,,,15.16000
False,Diesel,Europcar Gl. Kongevej,,2025-04-27 06:07:00,DL54667,,,,4.13000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-27 07:00:00,EC36430,,,,13.51000
False,Diesel,Europcar Gl. Kongevej,,2025-04-27 08:42:00,ED23411,,,,50.59000
False,Diesel,Europcar Gl. Kongevej,,2025-04-27 11:09:00,DV31522,,,,19.04000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-27 11:31:00,EA55617,,,,10.40000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-27 13:04:00,EJ20795,,,,15.00000
False,Diesel,Europcar Gl. Kongevej,,2025-04-27 13:15:00,DL54667,,,,7.75000
False,Diesel,Europcar Gl. Kongevej,,2025-04-28 05:15:00,DT38740,,,,21.76000
False,Diesel,Europcar Gl. Kongevej,,2025-04-28 05:36:00,DS53869,,,,10.55000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-28 05:56:00,EH80226,,,,20.21000
False,Diesel,Europcar Gl. Kongevej,,2025-04-28 08:07:00,CK52036,,,,24.02000
False,Diesel,Europcar Gl. Kongevej,,2025-04-28 15:36:00,DL54667,,,,10.81000
False,Diesel,Europcar Gl. Kongevej,,2025-04-29 06:00:00,DA85333,,,,10.98000
False,Diesel,Europcar Gl. Kongevej,,2025-04-29 06:20:00,DN88447,,,,3.06000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-29 11:56:00,EC12735,,,,4.74000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-29 12:16:00,EB19589,,,,7.04000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-29 14:47:00,DJ97062,,,,21.53000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-29 15:11:00,EH57572,,,,1.65000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-29 16:10:00,DP61713,,,,10.97000
False,Diesel,Europcar Gl. Kongevej,,2025-04-30 05:59:00,DB25977,,,,28.84000
False,Diesel,Europcar Gl. Kongevej,,2025-04-30 06:08:00,EJ16537,,,,15.06000
False,Diesel,Europcar Gl. Kongevej,,2025-04-30 06:17:00,EA48467,,,,0.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-30 06:18:00,EA48467,,,,16.02000
False,Diesel,Europcar Gl. Kongevej,,2025-04-30 06:34:00,EJ16536,,,,13.09000
False,Diesel,Europcar Gl. Kongevej,,2025-04-30 06:56:00,DL54667,,,,9.94000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-30 06:59:00,EB70253,,,,5.02000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-30 07:39:00,EB91324,,,,3.34000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-30 09:03:00,EH82156,,,,40.50000
False,Diesel,Europcar Gl. Kongevej,,2025-04-30 11:03:00,DA85333,,,,2.39000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-30 11:46:00,EJ45653,,,,13.62000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-30 14:08:00,EA48421,,,,40.02000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-30 15:51:00,EA57786,,,,18.03000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-04-30 16:41:00,EH57473,,,,10.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-01 05:44:00,DT38741,,,,8.15000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-01 06:01:00,EH92550,,,,37.50000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-01 06:09:00,EH57563,,,,11.01000
False,Diesel,Europcar Gl. Kongevej,,2025-05-01 06:26:00,EJ24745,,,,29.51000
False,Diesel,Europcar Gl. Kongevej,,2025-05-01 06:40:00,DS53868,,,,13.53000
False,Diesel,Europcar Gl. Kongevej,,2025-05-01 07:02:00,DT59523,,,,3.28000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-01 12:06:00,EG19630,,,,23.57000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-01 17:08:00,EH82203,,,,14.37000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-02 06:16:00,EH92486,,,,7.01000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-02 06:51:00,DT40979,,,,6.40000
False,Diesel,Europcar Gl. Kongevej,,2025-05-02 07:01:00,EB53271,,,,38.01000
False,Diesel,Europcar Gl. Kongevej,,2025-05-02 10:23:00,CK82291,,,,14.71000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-02 15:02:00,DB17415,,,,33.23000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-02 16:34:00,DP92140,,,,16.28000
False,Diesel,Europcar Gl. Kongevej,,2025-05-03 06:12:00,DS53868,,,,14.21000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-03 06:22:00,ED12709,,,,20.61000
False,Diesel,Europcar Gl. Kongevej,,2025-05-03 06:27:00,EA49990,,,,12.17000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-03 06:37:00,DP37311,,,,22.07000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-03 06:45:00,EH92486,,,,8.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-03 06:51:00,EJ16555,,,,42.80000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-03 07:11:00,EJ43145,,,,19.18000
False,Diesel,Europcar Gl. Kongevej,,2025-05-03 07:36:00,EA93179,,,,3.21000
False,Diesel,Europcar Gl. Kongevej,,2025-05-03 09:09:00,CK82291,,,,51.14000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-03 13:19:00,0000,,,,5.78000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-03 13:35:00,EB12413,,,,10.01000
False,Diesel,Europcar Gl. Kongevej,,2025-05-03 13:43:00,CG19786,,,,7.18000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-04 05:59:00,EJ43126,,,,1.70000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-04 06:26:00,EF91718,,,,20.01000
False,Diesel,Europcar Gl. Kongevej,,2025-05-04 06:38:00,DV31527,,,,15.30000
False,Diesel,Europcar Gl. Kongevej,,2025-05-04 06:58:00,EJ24746,,,,25.34000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-04 07:57:00,DJ66609,,,,64.53000
False,Diesel,Europcar Gl. Kongevej,,2025-05-04 08:12:00,DV31522,,,,4.07000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-04 11:17:00,EB10861,,,,13.88000
False,Diesel,Europcar Gl. Kongevej,,2025-05-04 13:22:00,CK82291,,,,26.05000
False,Diesel,Europcar Gl. Kongevej,,2025-05-04 13:30:00,DV31523,,,,20.01000
False,Diesel,Europcar Gl. Kongevej,,2025-05-04 14:00:00,EA61124,,,,50.09000
False,Diesel,Europcar Gl. Kongevej,,2025-05-04 14:05:00,DM92891,,,,2.24000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-05 05:29:00,EA48438,,,,7.09000
False,Diesel,Europcar Gl. Kongevej,,2025-05-05 05:34:00,DV12160,,,,10.23000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-05 05:56:00,CY86298,,,,17.83000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-05 05:59:00,DH55443,,,,33.48000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-05 06:20:00,EB27115,,,,23.34000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-05 06:36:00,EH57572,,,,19.40000
False,Diesel,Europcar Gl. Kongevej,,2025-05-05 07:00:00,EB52429,,,,44.51000
False,Diesel,Europcar Gl. Kongevej,,2025-05-05 11:26:00,ED23412,,,,50.06000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-05 13:18:00,EH92487,,,,10.97000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-05 13:49:00,EG23952,,,,8.24000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 06:40:00,EH82176,,,,10.02000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 06:49:00,EG19630,,,,33.18000
False,Diesel,Europcar Gl. Kongevej,,2025-05-06 07:01:00,DT38740,,,,37.29000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 08:51:00,DA55632,,,,9.75000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 10:38:00,EJ56369,,,,46.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 14:12:00,EJ50250,,,,32.01000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 14:16:00,EA45754,,,,1.42000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 14:21:00,EJ50248,,,,33.39000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 14:24:00,EJ50249,,,,31.50000
False,Diesel,Europcar Gl. Kongevej,,2025-05-06 15:20:00,EB65462,,,,41.56000
False,Diesel,Europcar Gl. Kongevej,,2025-05-06 15:37:00,EF91723,,,,6.78000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-06 17:07:00,EA95027,,,,9.70000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 05:57:00,DT28488,,,,9.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-07 06:25:00,DE26209,,,,11.31000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 07:04:00,EJ50208,,,,48.02000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 07:55:00,EJ50213,,,,50.30000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 07:58:00,EJ50211,,,,47.83000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 08:04:00,EJ45701,,,,30.02000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 08:29:00,EJ50210,,,,51.31000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 09:08:00,EJ45695,,,,29.99000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 09:11:00,EJ45699,,,,30.99000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 09:17:00,EJ45689,,,,29.99000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 09:23:00,EJ45694,,,,26.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 09:26:00,EJ45698,,,,29.69000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 09:29:00,EJ45696,,,,30.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 09:34:00,EJ45697,,,,29.49000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 09:40:00,EJ45700,,,,30.58000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 10:14:00,HHWI8336,,,,13.20000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 10:39:00,EJ50209,,,,48.61000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 11:27:00,EJ50212,,,,50.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 12:16:00,DV17685,,,,0.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 12:18:00,DV17685,,,,34.01000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 14:07:00,DP61713,,,,16.80000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 14:34:00,EJ31013,,,,55.36000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-07 15:24:00,EH80193,,,,22.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-08 06:00:00,EJ24746,,,,31.07000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 06:13:00,DJ66608,,,,5.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-08 06:55:00,EF91723,,,,55.41000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 08:17:00,EC84109,,,,46.46000
False,Diesel,Europcar Gl. Kongevej,,2025-05-08 09:30:00,EJ56387,,,,51.69000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 10:27:00,EJ50222,,,,45.03000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 10:31:00,EJ50215,,,,39.50000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 10:36:00,EJ50214,,,,39.02000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 10:39:00,EJ50216,,,,38.37000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 10:44:00,EJ50218,,,,38.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 10:46:00,EJ50219,,,,39.56000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 10:50:00,EJ50217,,,,40.91000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 10:55:00,EJ50220,,,,39.72000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 11:04:00,EJ50221,,,,0.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 11:06:00,EJ50221,,,,39.82000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 13:03:00,EC46332,,,,3.13000
False,Diesel,Europcar Gl. Kongevej,,2025-05-08 13:23:00,EJ56390,,,,55.02000
False,Diesel,Europcar Gl. Kongevej,,2025-05-08 13:28:00,EJ56389,,,,55.70000
False,Diesel,Europcar Gl. Kongevej,,2025-05-08 13:30:00,EJ56388,,,,0.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-08 13:33:00,EJ56388,,,,55.01000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 13:43:00,EH92478,,,,4.62000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 16:05:00,EJ45696,,,,14.20000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-08 16:18:00,EF20744,,,,6.49000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 05:47:00,DV52967,,,,4.72000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 06:02:00,EG17774,,,,22.09000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 06:27:00,EH80238,,,,14.87000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 06:51:00,DS53868,,,,23.03000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 07:01:00,DY41126,,,,13.68000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 07:42:00,EJ50265,,,,30.80000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 07:47:00,EJ50258,,,,30.83000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 07:51:00,EJ50262,,,,30.17000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 08:29:00,EJ43160,,,,19.21000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 08:57:00,DM24478,,,,9.64000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 10:09:00,DJ57375,,,,8.49000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 10:59:00,EH57599,,,,0.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 11:00:00,EH57599,,,,28.43000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 11:23:00,EH57596,,,,9.52000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 11:35:00,EH80212,,,,28.68000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 11:44:00,EG67840,,,,53.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 12:00:00,EJ50263,,,,32.45000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 12:16:00,EJ50261,,,,32.31000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 12:20:00,DE53741,,,,20.60000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 12:29:00,DV12161,,,,41.02000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 12:44:00,EJ50264,,,,32.42000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 13:17:00,EJ20781,,,,10.26000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 13:37:00,EJ50259,,,,32.76000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 14:10:00,EJ50260,,,,32.43000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 15:07:00,DT92036,,,,28.72000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 15:52:00,DD90946,,,,4.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 16:05:00,EJ45653,,,,31.40000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 16:08:00,DB63218,,,,9.02000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 16:43:00,EJ22601,,,,9.16000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-09 17:05:00,DM82624,,,,12.34000
False,Diesel,Europcar Gl. Kongevej,,2025-05-09 17:28:00,DV54836,,,,49.35000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-10 06:05:00,EJ43161,,,,12.50000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-10 06:18:00,EJ43159,,,,9.85000
False,Diesel,Europcar Gl. Kongevej,,2025-05-10 06:54:00,EB65459,,,,45.20000
False,Diesel,Europcar Gl. Kongevej,,2025-05-10 07:26:00,DS53868,,,,44.49000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-10 10:29:00,EB70247,,,,3.44000
False,Diesel,Europcar Gl. Kongevej,,2025-05-10 11:58:00,DX92903,,,,28.78000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-10 12:50:00,EJ56391,,,,0.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-10 12:52:00,EJ56291,,,,58.01000
False,Diesel,Europcar Gl. Kongevej,,2025-05-11 06:15:00,EF91721,,,,24.26000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-11 06:28:00,EJ13672,,,,9.28000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-11 06:33:00,EJ13660,,,,2.67000
False,Diesel,Europcar Gl. Kongevej,,2025-05-11 06:43:00,DB56858,,,,31.38000
False,Diesel,Europcar Gl. Kongevej,,2025-05-11 06:48:00,DV12160,,,,11.03000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-11 06:59:00,EJ50263,,,,6.76000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-11 07:11:00,EC12725,,,,31.06000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-11 07:35:00,EB14953,,,,19.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-11 07:54:00,EJ56389,,,,38.83000
False,Diesel,Europcar Gl. Kongevej,,2025-05-11 08:17:00,DV31522,,,,3.03000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 05:09:00,EB59110,,,,16.80000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 05:11:00,DL39025,,,,19.20000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 05:19:00,DS53866,,,,0.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 05:22:00,DS53866,,,,47.12000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 05:36:00,DJ31605,,,,26.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 05:42:00,DA55683,,,,33.00000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 05:45:00,EJ13680,,,,26.91000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 05:52:00,EB83306,,,,20.52000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 06:02:00,EG17774,,,,14.01000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 06:39:00,EJ56387,,,,34.71000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 07:01:00,EJ45658,,,,30.29000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 07:17:00,DF45816,,,,1.01000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 07:54:00,EF91727,,,,20.00000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 08:23:00,EJ56390,,,,6.48000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 09:26:00,EJ58244,,,,30.35000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 09:29:00,EJ58243,,,,30.45000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 09:36:00,EJ58242,,,,30.27000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 09:47:00,EJ58245,,,,49.09000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 09:51:00,EJ58246,,,,50.31000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 09:58:00,EJ58240,,,,31.01000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 10:14:00,EJ58241,,,,31.43000
False,Benzin - Blyfri,Europcar Gl. Kongevej,,2025-05-12 11:48:00,EH92527,,,,6.61000
False,Diesel,Europcar Gl. Kongevej,,2025-05-12 12:50:00,EG67841,,,,51.96000
